2021-02-06 20:08:41,669 (INFO) ================== new session ==================
2021-02-06 20:08:41,672 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Initialization
2021-02-06 20:08:41,676 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Extension Service] Initialization
2021-02-06 20:08:41,677 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Game Service] Initialization
2021-02-06 20:08:41,681 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Hotkey Service] Initialization
2021-02-06 20:08:41,770 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Window Service] Initialization
2021-02-06 20:08:42,573 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at https://doubleclick.net/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:42,594 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Extension Service] Event listeners have been enabled
2021-02-06 20:08:42,610 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Window Service] Event listeners have been enabled
2021-02-06 20:08:42,653 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Hotkey Service] Event listeners have been enabled
2021-02-06 20:08:42,658 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Game Service] Event listeners have been enabled
2021-02-06 20:08:42,675 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Setting required features: ["me","match_info","location","inventory","rank","match_state","team","roster","kill_feed","kill","death","revive","damage"]
2021-02-06 20:08:42,784 (WARN) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Failed to set required features: Provider did not set features yet. (Retrying in 5 seconds.)
2021-02-06 20:08:42,807 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at http://overwolf.com/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:43,391 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at https://tracker.gg/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:43,468 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at http://thetrackernetwork.com/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:47,798 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Setting required features: ["me","match_info","location","inventory","rank","match_state","team","roster","kill_feed","kill","death","revive","damage"]
2021-02-06 20:08:47,816 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Required features have been set: ["rank","match_state","kill","death","team","me","location","revive","roster","kill_feed","match_info","inventory","damage"]
2021-02-06 20:08:47,819 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Event listeners have been enabled
2021-02-06 20:08:52,782 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Extension Service] Update status: UpToDate
2021-02-06 20:17:59,722 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"63\",\"y\":\"-12\",\"z\":\"24\"}"}},"feature":"location"}
2021-02-06 20:18:00,217 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"64\",\"y\":\"-12\",\"z\":\"24\"}"}},"feature":"location"}
2021-02-06 20:18:00,722 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"65\",\"y\":\"-13\",\"z\":\"25\"}"}},"feature":"location"}
2021-02-06 20:18:00,937 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inUse":"{\"inUse\":\"Rolling Thunder\"}"}},"feature":"inventory"}
2021-02-06 20:18:01,223 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"66\",\"y\":\"-13\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:01,720 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"66\",\"y\":\"-14\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:01,877 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inUse":"{\"inUse\":\"Melee\"}"}},"feature":"inventory"}
2021-02-06 20:18:01,960 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"ultimate_cooldown":"{\"ultimate_cooldown\":\"0\"}"}},"feature":"me"}
2021-02-06 20:18:02,220 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"67\",\"y\":\"-14\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:02,725 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"68\",\"y\":\"-13\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:03,215 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"70\",\"y\":\"-13\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:03,731 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"71\",\"y\":\"-13\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:04,246 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"72\",\"y\":\"-14\",\"z\":\"25\"}"}},"feature":"location"}
2021-02-06 20:18:04,743 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"73\",\"y\":\"-15\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:05,250 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"75\",\"y\":\"-15\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:05,757 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"76\",\"y\":\"-16\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:06,257 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"78\",\"y\":\"-16\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:06,745 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"79\",\"y\":\"-16\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:07,015 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inUse":"{\"inUse\":\"Volt SMG\"}"}},"feature":"inventory"}
2021-02-06 20:18:07,244 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"80\",\"y\":\"-17\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:07,772 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"82\",\"y\":\"-17\",\"z\":\"25\"}"}},"feature":"location"}
2021-02-06 20:18:08,292 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"83\",\"y\":\"-17\",\"z\":\"25\"}"}},"feature":"location"}
2021-02-06 20:18:08,818 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"84\",\"y\":\"-17\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:09,308 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"86\",\"y\":\"-17\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:09,816 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"87\",\"y\":\"-17\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:10,309 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"88\",\"y\":\"-17\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:10,956 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inUse":"{\"inUse\":\"Hemlok Burst AR\"}"}},"feature":"inventory"}
2021-02-06 20:18:11,327 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"89\",\"y\":\"-17\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:12,831 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"90\",\"y\":\"-17\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:12,894 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"Nnov\",\r\n  \"damageAmount\": \"40.000000\",\r\n  \"armor\": \"false\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:12,894 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"409"}},"feature":"damage"}
2021-02-06 20:18:12,990 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"ketzel\",\r\n  \"damageAmount\": \"40.000000\",\r\n  \"armor\": \"false\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:12,992 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"449"}},"feature":"damage"}
2021-02-06 20:18:13,015 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":9,\"players\":26,\"damage\":381,\"cash\":30}"}},"feature":"match_info"}
2021-02-06 20:18:13,324 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"91\",\"y\":\"-17\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:13,523 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":9,\"players\":26,\"damage\":421,\"cash\":30}"}},"feature":"match_info"}
2021-02-06 20:18:13,830 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"92\",\"y\":\"-17\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:14,326 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"93\",\"y\":\"-17\",\"z\":\"26\"}"}},"feature":"location"}
2021-02-06 20:18:14,831 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"94\",\"y\":\"-16\",\"z\":\"27\"}"}},"feature":"location"}
2021-02-06 20:18:15,327 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"94\",\"y\":\"-15\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:18:15,821 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"94\",\"y\":\"-13\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:18:16,326 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"94\",\"y\":\"-13\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:18:16,834 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"93\",\"y\":\"-12\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:18:17,323 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"93\",\"y\":\"-11\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:18:17,831 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"92\",\"y\":\"-10\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:18:18,331 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"92\",\"y\":\"-9\",\"z\":\"31\"}"}},"feature":"location"}
2021-02-06 20:18:18,820 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"91\",\"y\":\"-8\",\"z\":\"31\"}"}},"feature":"location"}
2021-02-06 20:18:19,333 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"90\",\"y\":\"-7\",\"z\":\"31\"}"}},"feature":"location"}
2021-02-06 20:18:19,959 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"ketzel\",\r\n  \"damageAmount\": \"10.000000\",\r\n  \"armor\": \"true\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:19,963 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"459"}},"feature":"damage"}
2021-02-06 20:18:19,967 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"ketzel\",\r\n  \"damageAmount\": \"10.000000\",\r\n  \"armor\": \"false\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:19,969 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"469"}},"feature":"damage"}
2021-02-06 20:18:20,012 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":9,\"players\":26,\"damage\":441,\"cash\":30}"}},"feature":"match_info"}
2021-02-06 20:18:20,151 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"ketzel\",\r\n  \"damageAmount\": \"15.000000\",\r\n  \"armor\": \"false\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:20,152 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"484"}},"feature":"damage"}
2021-02-06 20:18:20,305 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"ketzel\",\r\n  \"damageAmount\": \"20.000000\",\r\n  \"armor\": \"true\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:20,306 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"504"}},"feature":"damage"}
2021-02-06 20:18:20,331 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"89\",\"y\":\"-7\",\"z\":\"31\"}"}},"feature":"location"}
2021-02-06 20:18:20,448 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"ketzel\",\r\n  \"damageAmount\": \"5.000000\",\r\n  \"armor\": \"true\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:20,449 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"ketzel\",\r\n  \"damageAmount\": \"10.000000\",\r\n  \"armor\": \"false\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:20,450 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"519"}},"feature":"damage"}
2021-02-06 20:18:20,452 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"509"}},"feature":"damage"}
2021-02-06 20:18:20,523 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":9,\"players\":26,\"damage\":491,\"cash\":30}"}},"feature":"match_info"}
2021-02-06 20:18:20,587 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"ketzel\",\r\n  \"damageAmount\": \"15.000000\",\r\n  \"armor\": \"false\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:20,588 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"534"}},"feature":"damage"}
2021-02-06 20:18:20,799 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"ketzel\",\r\n  \"damageAmount\": \"15.000000\",\r\n  \"armor\": \"false\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:20,800 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"549"}},"feature":"damage"}
2021-02-06 20:18:20,949 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"ketzel\",\r\n  \"damageAmount\": \"15.000000\",\r\n  \"armor\": \"false\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:20,950 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"564"}},"feature":"damage"}
2021-02-06 20:18:21,014 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":9,\"players\":26,\"damage\":536,\"cash\":30}"}},"feature":"match_info"}
2021-02-06 20:18:21,089 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"ketzel\",\r\n  \"damageAmount\": \"20.000000\",\r\n  \"armor\": \"false\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:21,091 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"584"}},"feature":"damage"}
2021-02-06 20:18:21,544 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"knockdown","data":"{\r\n  \"victimName\": \"ketzel\"\r\n}"}
2021-02-06 20:18:21,560 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"local_player_name\": \"CannonDeLuce\",\r\n  \"attackerName\": \"CannonDeLuce\",\r\n  \"victimName\": \"ketzel\",\r\n  \"weaponName\": \"hemlock\",\r\n  \"action\": \"knockdown\"\r\n}"}
2021-02-06 20:18:21,591 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":9,\"players\":26,\"damage\":556,\"cash\":30}"}},"feature":"match_info"}
2021-02-06 20:18:21,830 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"88\",\"y\":\"-7\",\"z\":\"31\"}"}},"feature":"location"}
2021-02-06 20:18:22,321 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"88\",\"y\":\"-8\",\"z\":\"31\"}"}},"feature":"location"}
2021-02-06 20:18:22,704 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"ketzel\",\r\n  \"damageAmount\": \"15.000000\",\r\n  \"armor\": \"false\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:22,707 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"599"}},"feature":"damage"}
2021-02-06 20:18:22,825 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"87\",\"y\":\"-8\",\"z\":\"31\"}"}},"feature":"location"}
2021-02-06 20:18:22,902 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"ketzel\",\r\n  \"damageAmount\": \"20.000000\",\r\n  \"armor\": \"false\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:22,903 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"619"}},"feature":"damage"}
2021-02-06 20:18:23,037 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":9,\"players\":26,\"damage\":591,\"cash\":30}"}},"feature":"match_info"}
2021-02-06 20:18:23,398 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"Nnov\",\r\n  \"damageAmount\": \"20.000000\",\r\n  \"armor\": \"true\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:23,400 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"639"}},"feature":"damage"}
2021-02-06 20:18:23,543 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":9,\"players\":26,\"damage\":611,\"cash\":30}"}},"feature":"match_info"}
2021-02-06 20:18:23,590 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"Nnov\",\r\n  \"damageAmount\": \"20.000000\",\r\n  \"armor\": \"true\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:23,592 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"659"}},"feature":"damage"}
2021-02-06 20:18:23,799 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"Nnov\",\r\n  \"damageAmount\": \"20.000000\",\r\n  \"armor\": \"true\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:23,801 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"679"}},"feature":"damage"}
2021-02-06 20:18:23,837 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"87\",\"y\":\"-9\",\"z\":\"31\"}"}},"feature":"location"}
2021-02-06 20:18:23,944 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"Nnov\",\r\n  \"damageAmount\": \"28.000000\",\r\n  \"armor\": \"false\",\r\n  \"headshot\": \"true\"\r\n}"}
2021-02-06 20:18:23,946 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"707"}},"feature":"damage"}
2021-02-06 20:18:24,042 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":9,\"players\":26,\"damage\":679,\"cash\":30}"}},"feature":"match_info"}
2021-02-06 20:18:24,099 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"Nnov\",\r\n  \"damageAmount\": \"20.000000\",\r\n  \"armor\": \"false\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:24,101 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"727"}},"feature":"damage"}
2021-02-06 20:18:24,331 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"88\",\"y\":\"-9\",\"z\":\"31\"}"}},"feature":"location"}
2021-02-06 20:18:24,441 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"damage","data":"{\r\n  \"targetName\": \"Nnov\",\r\n  \"damageAmount\": \"20.000000\",\r\n  \"armor\": \"false\",\r\n  \"headshot\": \"false\"\r\n}"}
2021-02-06 20:18:24,442 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"totalDamageDealt":"747"}},"feature":"damage"}
2021-02-06 20:18:24,534 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":9,\"players\":26,\"damage\":719,\"cash\":30}"}},"feature":"match_info"}
2021-02-06 20:18:24,571 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"knocked_out","data":""}
2021-02-06 20:18:24,572 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"teammate_0":"{\"name\":\"CannonDeLuce\",\"state\":\"knockedout\"}"}},"feature":"team"}
